"","Country","Date","Infectados","Muertos","NI","NM","Letalidad","IDA","MDA","FCI","FCM","Dia"
"35","Mexico",2020-04-02,1510,50,132,13,3.3,1378,37,1.09579100145138,1.35135135135135,35
"36","Mexico",2020-04-03,1688,60,178,10,3.6,1510,50,1.11788079470199,1.2,36
"37","Mexico",2020-04-04,1890,79,202,19,4.2,1688,60,1.1196682464455,1.31666666666667,37
"38","Mexico",2020-04-05,2143,94,253,15,4.4,1890,79,1.13386243386243,1.18987341772152,38
"39","Mexico",2020-04-06,2439,125,296,31,5.1,2143,94,1.13812412505833,1.32978723404255,39
"40","Mexico",2020-04-07,2785,141,346,16,5.1,2439,125,1.14186141861419,1.128,40
"41","Mexico",2020-04-08,3181,174,396,33,5.5,2785,141,1.14219030520646,1.23404255319149,41
"42","Mexico",2020-04-09,3441,194,260,20,5.6,3181,174,1.08173530336372,1.11494252873563,42
"43","Mexico",2020-04-10,3844,233,403,39,6.1,3441,194,1.11711711711712,1.20103092783505,43
"44","Mexico",2020-04-11,4219,273,375,40,6.5,3844,233,1.09755463059313,1.17167381974249,44
"45","Mexico",2020-04-12,4661,296,442,23,6.4,4219,273,1.10476416212373,1.08424908424908,45
"46","Mexico",2020-04-13,5014,332,353,36,6.6,4661,296,1.07573482085389,1.12162162162162,46
"47","Mexico",2020-04-14,5399,406,385,74,7.5,5014,332,1.07678500199442,1.22289156626506,47
"48","Mexico",2020-04-15,5847,449,448,43,7.7,5399,406,1.08297832932024,1.10591133004926,48
"49","Mexico",2020-04-16,6297,486,450,37,7.7,5847,449,1.07696254489482,1.08240534521158,49
"50","Mexico",2020-04-17,6875,546,578,60,7.9,6297,486,1.09178974114658,1.12345679012346,50
"51","Mexico",2020-04-18,7497,650,622,104,8.7,6875,546,1.09047272727273,1.19047619047619,51
"52","Mexico",2020-04-19,8261,686,764,36,8.3,7497,650,1.10190742963852,1.05538461538462,52
"53","Mexico",2020-04-20,8772,712,511,26,8.1,8261,686,1.06185691804866,1.03790087463557,53
"54","Mexico",2020-04-21,9501,857,729,145,9,8772,712,1.08310533515732,1.20365168539326,54
"55","Mexico",2020-04-22,10544,970,1043,113,9.2,9501,857,1.10977791811388,1.1318553092182,55
"56","Mexico",2020-04-23,11633,1069,1089,99,9.2,10544,970,1.10328148710167,1.1020618556701,56
"57","Mexico",2020-04-24,12872,1221,1239,152,9.5,11633,1069,1.1065073497808,1.1421889616464,57
"58","Mexico",2020-04-25,13842,1305,970,84,9.4,12872,1221,1.07535736482287,1.06879606879607,58
"59","Mexico",2020-04-26,14677,1351,835,46,9.2,13842,1305,1.06032365265135,1.03524904214559,59
"60","Mexico",2020-04-27,15529,1434,852,83,9.2,14677,1351,1.05805001022007,1.06143597335307,60
"61","Mexico",2020-04-28,16752,1569,1223,135,9.4,15529,1434,1.07875587610278,1.09414225941423,61
"62","Mexico",2020-04-29,17799,1732,1047,163,9.7,16752,1569,1.0625,1.10388782664117,62
"63","Mexico",2020-04-30,19224,1859,1425,127,9.7,17799,1732,1.08006067756616,1.07332563510393,63
"64","Mexico",2020-05-01,20739,1972,1515,113,9.5,19224,1859,1.07880774032459,1.06078536847768,64
"65","Mexico",2020-05-02,22088,2061,1349,89,9.3,20739,1972,1.06504653069097,1.04513184584179,65
"66","Mexico",2020-05-03,23471,2154,1383,93,9.2,22088,2061,1.06261318362912,1.04512372634643,66
"67","Mexico",2020-05-04,24905,2271,1434,117,9.1,23471,2154,1.06109667248946,1.05431754874652,67
"68","Mexico",2020-05-05,26025,2507,1120,236,9.6,24905,2271,1.04497088937964,1.1039189784236,68
"69","Mexico",2020-05-06,27634,2704,1609,197,9.8,26025,2507,1.06182516810759,1.07857997606701,69
"70","Mexico",2020-05-07,29616,2961,1982,257,10,27634,2704,1.07172323948759,1.09504437869822,70
"71","Mexico",2020-05-08,31522,3160,1906,199,10,29616,2961,1.06435710426796,1.06720702465383,71
"72","Mexico",2020-05-09,33460,3353,1938,193,10,31522,3160,1.06148087050314,1.06107594936709,72
"73","Mexico",2020-05-10,35022,3465,1562,112,9.9,33460,3353,1.04668260609683,1.03340292275574,73
"74","Mexico",2020-05-11,36327,3573,1305,108,9.8,35022,3465,1.03726229227343,1.03116883116883,74
"75","Mexico",2020-05-12,38324,3926,1997,353,10.2,36327,3573,1.05497288518182,1.09879652952701,75
"76","Mexico",2020-05-13,40186,4220,1862,294,10.5,38324,3926,1.04858574261559,1.07488537952114,76
"77","Mexico",2020-05-14,42595,4477,2409,257,10.5,40186,4220,1.05994624993779,1.06090047393365,77
"78","Mexico",2020-05-15,45032,4767,2437,290,10.6,42595,4477,1.05721328794459,1.06477551932097,78
"79","Mexico",2020-05-16,47144,5045,2112,278,10.7,45032,4767,1.04689998223486,1.05831760016782,79
"80","Mexico",2020-05-17,49219,5177,2075,132,10.5,47144,5045,1.04401408450704,1.02616451932607,80
"81","Mexico",2020-05-18,51633,5332,2414,155,10.3,49219,5177,1.0490461000833,1.02994011976048,81
"82","Mexico",2020-05-19,54346,5666,2713,334,10.4,51633,5332,1.05254391571282,1.06264066016504,82
"83","Mexico",2020-05-20,56594,6090,2248,424,10.8,54346,5666,1.04136458985022,1.07483233321567,83
"84","Mexico",2020-05-21,59567,6510,2973,420,10.9,56594,6090,1.05253207053751,1.06896551724138,84
"85","Mexico",2020-05-22,62527,6989,2960,479,11.2,59567,6510,1.04969194352578,1.07357910906298,85
"86","Mexico",2020-05-23,65856,7179,3329,190,10.9,62527,6989,1.05324099988805,1.02718557733581,86
"87","Mexico",2020-05-24,68620,7394,2764,215,10.8,65856,7179,1.0419703595724,1.02994846078841,87
"88","Mexico",2020-05-25,71105,7633,2485,239,10.7,68620,7394,1.03621393179831,1.03232350554504,88
"89","Mexico",2020-05-26,74560,8134,3455,501,10.9,71105,7633,1.04859011321285,1.06563605397616,89
"90","Mexico",2020-05-27,78023,8597,3463,463,11,74560,8134,1.04644581545064,1.05692156380625,90
